payment_id,order_id,amount,currency,method,error_code,error_reason,error_description,customer_id,timestamp,status,event_type,root_cause_bucket
pay_36d82821de5641,order_2f7a8bd5448746,392.16,INR,card,,,,cust_0118,2026-07-23 13:39:16,captured,payment,
pay_dff2dc7046304a,order_98e69afc9c4344,44687.49,INR,netbanking,,,,cust_0083,2026-07-23 14:38:15,captured,payment,
pay_15ad038fd5d34a,order_014684fa963f49,11336.93,INR,card,,,,cust_0105,2026-07-23 16:30:23,captured,payment,
pay_62145b2af1e348,order_978a73e4512a49,15290.24,INR,netbanking,,,,cust_0057,2026-07-23 18:26:04,captured,payment,
pay_53b2e9d50c204f,order_fe4046611f964c,468.98,INR,emandate,,,,cust_0116,2026-07-23 19:11:43,captured,subscription,
pay_dec8eaa40f164e,order_a9cb613608a84f,1452.27,INR,card,,,,cust_0098,2026-07-23 19:35:27,captured,payment,
pay_ccc53202877c46,order_1e9c7a93843c4f,5953.59,INR,upi,,,,cust_0010,2026-07-23 21:06:03,captured,payment,
pay_b5dbe6e44aa84f,order_dd17f893bb9e42,12278.06,INR,card,,,,cust_0024,2026-07-23 21:09:46,captured,payment,
pay_81ebf1ab707e4b,order_924a8f0b533d4d,9406.23,INR,upi,,,,cust_0044,2026-07-23 23:10:04,captured,payment,
pay_61bfb0555a7341,order_a8f06efd6ee547,4236.39,INR,card,,,,cust_0110,2026-07-23 23:38:25,captured,payment,
pay_fa72987f0feb4a,order_5513c95236b943,13055.8,INR,netbanking,,,,cust_0119,2026-07-24 00:57:11,captured,payment,
pay_6617c93d49694d,order_cae3be20aa2e45,13783.66,INR,card,,,,cust_0051,2026-07-24 01:10:16,captured,payment,
pay_56f731572b2e42,order_065bfbb28be846,6049.63,INR,card,,,,cust_0068,2026-07-24 01:17:15,captured,payment,
pay_5b2b3fd8521443,order_ba87f3d5ede247,9927.34,INR,card,,,,cust_0029,2026-07-24 02:10:36,captured,payment,
pay_aaf561d3c7c64e,order_84e50f559d1f45,20865.67,INR,card,,,,cust_0055,2026-07-24 02:21:13,captured,payment,
pay_8a7a54dd697743,order_5a6e7d7dc51442,1295.95,INR,netbanking,,,,cust_0103,2026-07-24 03:03:38,captured,payment,
pay_502299085c194d,order_053657e590fd49,44063.82,INR,netbanking,,,,cust_0110,2026-07-24 03:24:37,captured,payment,
pay_d5f3617a7bdc49,order_305e025f60ca4b,44936.35,INR,netbanking,,,,cust_0105,2026-07-24 03:53:27,captured,payment,
pay_3d18d3b0075b43,order_a3eb3925fb3747,4981.65,INR,card,,,,cust_0025,2026-07-24 04:04:18,captured,payment,
pay_517ac709267c4f,order_b9c5a993aec049,5159.44,INR,netbanking,,,,cust_0008,2026-07-24 04:32:39,captured,payment,
pay_da1d6eb2594e45,order_928e23a186ae44,22296.25,INR,card,,,,cust_0098,2026-07-24 04:41:27,captured,payment,
pay_98031254f5484e,order_8f87a5941e7e45,2755.66,INR,card,,,,cust_0009,2026-07-24 05:09:41,captured,payment,
pay_83dee6e4209d48,order_76d5c3dcc44644,14512.77,INR,card,,,,cust_0030,2026-07-24 05:56:56,captured,payment,
pay_ba574835734949,order_4f06ef49a17547,29921.31,INR,netbanking,,,,cust_0103,2026-07-24 07:54:53,captured,payment,
pay_13ca80370ead4a,order_4b46fca1dfab4f,14220.81,INR,upi,,,,cust_0075,2026-07-24 11:10:04,captured,payment,
pay_eabf9af93aa945,order_4ec74508e2b840,41477.57,INR,netbanking,,,,cust_0105,2026-07-24 14:09:10,captured,payment,
pay_355ec17d4cf94a,order_f832d307efcd44,9762.84,INR,upi,,,,cust_0020,2026-07-24 14:43:09,captured,payment,
pay_98a275a9ac2d49,order_c6c62a99e09c4f,21366.27,INR,card,,,,cust_0076,2026-07-24 14:48:31,captured,payment,
pay_9120e17a7d2445,order_77f8fcc29e024e,5906.95,INR,card,,,,cust_0060,2026-07-24 16:07:58,captured,payment,
pay_2bdcf7e1d07640,order_9ec849913fc846,10117.49,INR,card,,,,cust_0020,2026-07-24 17:09:40,captured,payment,
pay_f1c3293a301040,order_b9675d2d858e4b,4067.99,INR,wallet,,,,cust_0019,2026-07-24 17:13:13,captured,payment,
pay_f999ec96027b4b,order_b90521aef26f4a,23003.46,INR,card,,,,cust_0064,2026-07-24 18:45:01,captured,payment,
pay_489a1c43db3347,order_998272d1d25e45,3068.88,INR,wallet,,,,cust_0029,2026-07-24 19:14:04,captured,payment,
pay_bcfd8d75b70448,order_76246c03f82545,3776.45,INR,wallet,,,,cust_0107,2026-07-24 21:12:54,captured,payment,
pay_fcc75863724d44,order_2cb02c9f594249,19293.24,INR,card,,,,cust_0035,2026-07-24 22:54:27,captured,payment,
pay_b8dede27f29e4f,order_27fba13da9cb4f,1503.52,INR,wallet,,,,cust_0035,2026-07-24 23:04:25,captured,payment,
pay_9dcddb15943e4b,order_b58f0df86e5241,3260.15,INR,emandate,,,,cust_0114,2026-07-24 23:29:52,captured,subscription,
pay_78233d395b8f42,order_8525b5b7208043,802.7,INR,card,,,,cust_0083,2026-07-24 23:42:58,captured,payment,
pay_50a50ebe0f8d40,order_98689f08d36e47,815.99,INR,upi,,,,cust_0028,2026-07-24 23:59:25,captured,payment,
pay_590e754b34d24c,order_eda285a441ae4d,21807.9,INR,card,,,,cust_0063,2026-07-25 00:42:58,captured,payment,
pay_bfb72c601e7d4c,order_60c53bd0659844,2719.5,INR,emandate,,,,cust_0030,2026-07-25 01:52:45,captured,subscription,
pay_f53eee7be7284f,order_be82b130f4674c,2365.87,INR,wallet,,,,cust_0064,2026-07-25 04:06:04,captured,payment,
pay_68e65483168a4d,order_786f8bffbe5c48,10033.49,INR,netbanking,,,,cust_0108,2026-07-25 04:21:51,captured,payment,
pay_cda2fca004514a,order_0b0aaa15533648,10062.02,INR,netbanking,,,,cust_0093,2026-07-25 04:42:05,captured,payment,
pay_dc0780d625a34a,order_66876ee6cc3c46,25631.84,INR,netbanking,,,,cust_0004,2026-07-25 05:04:46,captured,payment,
pay_a27ae63125474a,order_28d8b76f202c4f,4642.58,INR,wallet,,,,cust_0115,2026-07-25 07:39:39,captured,payment,
pay_05243c3e392d49,order_e5e7c8b6dba346,3910.63,INR,wallet,,,,cust_0051,2026-07-25 07:56:34,captured,payment,
pay_fab088e7f48f4b,order_b8cbc153fd0947,15010.59,INR,netbanking,,,,cust_0091,2026-07-25 10:01:11,captured,payment,
pay_74d4b468dcd540,order_c8e295798cc241,15391.4,INR,netbanking,,,,cust_0086,2026-07-25 10:12:53,captured,payment,
pay_f11f2d982ceb43,order_08f718819c4545,6393.01,INR,upi,,,,cust_0007,2026-07-25 14:03:09,captured,payment,
pay_ed09ce50643c4c,order_02a1d5f62d2a47,13703.53,INR,upi,,,,cust_0032,2026-07-25 14:16:12,captured,payment,
pay_6052b733947d46,order_f78081b2022445,2278.47,INR,wallet,,,,cust_0095,2026-07-25 14:23:32,captured,payment,
pay_18abd4bbfe6e49,order_159550c67f6040,584.21,INR,card,,,,cust_0054,2026-07-25 15:10:30,captured,payment,
pay_54ea1bd802c448,order_3ec2555d3c2843,779.91,INR,emandate,,,,cust_0116,2026-07-25 15:26:32,captured,subscription,
pay_4cc52bb338d04f,order_97e2ec518f8644,3685.12,INR,upi,,,,cust_0055,2026-07-25 17:31:30,captured,payment,
pay_f9aacffd767043,order_18109d3483d248,10933.32,INR,card,,,,cust_0036,2026-07-25 18:29:21,captured,payment,
pay_22589e5fda6c45,order_615dc41d396240,70.41,INR,wallet,,,,cust_0075,2026-07-25 18:48:27,captured,payment,
pay_1a2c0572417948,order_f1468bc9b62747,11530.6,INR,upi,,,,cust_0026,2026-07-25 19:49:16,captured,payment,
pay_10088eaea0b24d,order_5a079a0f8f3544,21324.06,INR,card,,,,cust_0088,2026-07-25 21:15:08,captured,payment,
pay_72c6df88900c49,order_8439b541dab64d,2468.91,INR,card,,,,cust_0037,2026-07-25 23:02:20,captured,payment,
pay_55d00858e0294e,order_f37f755baa6946,44337.27,INR,netbanking,,,,cust_0074,2026-07-26 00:06:11,captured,payment,
pay_c9e87d02c49a46,order_a5ea7b62800944,6800.19,INR,card,,,,cust_0065,2026-07-26 00:38:38,captured,payment,
pay_96799b1d377548,order_0a87875edc8f40,7276.66,INR,upi,,,,cust_0042,2026-07-26 01:01:02,captured,payment,
pay_508303bde3a047,order_e03131cdd9534c,39556.84,INR,netbanking,,,,cust_0079,2026-07-26 02:08:37,captured,payment,
pay_6f381e5c381046,order_bb04984cd88c4f,22145.5,INR,card,,,,cust_0076,2026-07-26 04:32:04,captured,payment,
pay_7fd3370bb8c749,order_64f1479838b546,3878.51,INR,wallet,,,,cust_0080,2026-07-26 08:08:38,captured,payment,
pay_a1f5a67a1fa741,order_2fa212f16e5b42,24157.3,INR,netbanking,,,,cust_0001,2026-07-26 08:15:10,captured,payment,
pay_112ed839f1004f,order_efe5e15e9f1d45,557.03,INR,netbanking,,,,cust_0039,2026-07-26 09:20:10,captured,payment,
pay_8588f8d3767c42,order_4d091bd1fd3f49,8004.14,INR,upi,,,,cust_0018,2026-07-26 09:30:18,captured,payment,
pay_4ee4048bffac47,order_083c87bb9bfc49,5753.17,INR,upi,,,,cust_0061,2026-07-26 10:38:30,captured,payment,
pay_8c330d9259ee42,order_dad67b816b5045,8153.91,INR,upi,,,,cust_0104,2026-07-26 10:52:45,captured,payment,
pay_0020b220f4694b,order_d680d72593914c,25248.81,INR,netbanking,,,,cust_0011,2026-07-26 12:44:13,captured,payment,
pay_7653b792410947,order_40fea179e2d94e,12281.49,INR,upi,,,,cust_0115,2026-07-26 13:30:35,captured,payment,
pay_8df2f0eaba624a,order_c2ea13d45dab46,11819.97,INR,card,,,,cust_0120,2026-07-26 13:34:58,captured,payment,
pay_0f5bcdf24d6244,order_b111862023f34e,1810.92,INR,upi,,,,cust_0112,2026-07-26 13:40:38,captured,payment,
pay_556d767a11d843,order_479242ce4ffa47,22891.12,INR,netbanking,,,,cust_0104,2026-07-26 14:13:08,captured,payment,
pay_38d780a92bc141,order_49aa9fd2615f4a,1188.83,INR,upi,,,,cust_0110,2026-07-26 20:32:18,captured,payment,
pay_0bcccd8eb5784d,order_29fb028131f942,18614.07,INR,card,,,,cust_0029,2026-07-26 21:27:11,captured,payment,
pay_8f6de044912d45,order_e42070bdea9c49,6700.27,INR,upi,,,,cust_0037,2026-07-26 22:01:25,captured,payment,
pay_fccd6a3848fa46,order_dafd4ce4a07f4e,6565.81,INR,emandate,,,,cust_0096,2026-07-26 22:01:49,captured,subscription,
pay_4135114266844e,order_7f655c234bee42,1248.91,INR,wallet,,,,cust_0031,2026-07-26 22:23:01,captured,payment,
pay_d96d1ece070d44,order_bbc33fb47e914d,16415.62,INR,card,,,,cust_0096,2026-07-27 00:06:29,captured,payment,
pay_7d099fcc098b45,order_7c7334db9cc448,1944.43,INR,wallet,,,,cust_0027,2026-07-27 00:50:29,captured,payment,
pay_35cf79ab3ca54f,order_da20ad5097b546,2211.08,INR,upi,,,,cust_0034,2026-07-27 00:57:39,captured,payment,
pay_a8fb0e3c71d24c,order_227f89ac64444d,6383.79,INR,emandate,,,,cust_0038,2026-07-27 00:58:15,captured,subscription,
pay_2645fc875ad740,order_be9603ee447c4e,11070.06,INR,card,,,,cust_0026,2026-07-27 01:33:18,captured,payment,
pay_4ec4f86145b646,order_449b3bb7ccdb43,14128.31,INR,upi,,,,cust_0113,2026-07-27 01:57:29,captured,payment,
pay_1c1ba158035d48,order_1b11c841046f43,8689.17,INR,upi,,,,cust_0031,2026-07-27 02:18:21,captured,payment,
pay_93f59553646541,order_50c30e08abba42,4511.4,INR,card,,,,cust_0063,2026-07-27 02:47:26,captured,payment,
pay_3ee3013a9df54b,order_223d4e2fd5bf46,3966.43,INR,upi,,,,cust_0042,2026-07-27 03:31:56,captured,payment,
pay_e335d8c983df42,order_caac994232854d,14664.63,INR,card,,,,cust_0020,2026-07-27 03:40:46,captured,payment,
pay_d67014d5f31e4c,order_ae225be1f5064d,7296.67,INR,card,,,,cust_0022,2026-07-27 04:20:51,captured,payment,
pay_01eefda83fd14b,order_1a78d685fe7549,546.91,INR,card,,,,cust_0053,2026-07-27 06:12:29,captured,payment,
pay_8e6bbd6f2d4a4c,order_c56ce76ebe5342,4585.34,INR,wallet,,,,cust_0104,2026-07-27 07:29:34,captured,payment,
pay_693d52faaed148,order_a45448374d1e49,10173.12,INR,card,,,,cust_0021,2026-07-27 08:09:11,captured,payment,
pay_1679811c107d44,order_7b35dcadfcff4a,4114.73,INR,wallet,,,,cust_0013,2026-07-27 08:17:51,captured,payment,
pay_7fd09e41136947,order_a7786451be2a45,9067.64,INR,upi,,,,cust_0094,2026-07-27 08:30:51,captured,payment,
pay_738a720f81e54f,order_c475c94b4e7a43,5269.99,INR,emandate,,,,cust_0094,2026-07-27 08:53:00,captured,subscription,
pay_df85450195e74e,order_018d68feaa6b4e,5446.83,INR,upi,,,,cust_0110,2026-07-27 08:56:23,captured,payment,
pay_901d648071d74e,order_3bbfff0cf8ee4f,6741.38,INR,upi,,,,cust_0010,2026-07-27 10:47:40,captured,payment,
pay_fdbb13d887554f,order_26dd214e7e9c44,14362.34,INR,upi,,,,cust_0034,2026-07-27 11:21:35,captured,payment,
pay_3724a3ec82dc47,order_9319654de8694b,4482.94,INR,wallet,,,,cust_0019,2026-07-27 12:17:48,captured,payment,
pay_30113f7c45ac4c,order_53350fc3c3cb4d,23989.28,INR,card,,,,cust_0116,2026-07-27 12:56:45,captured,payment,
pay_69bef1c7936d45,order_1d9f5edfe3da45,656.93,INR,wallet,,,,cust_0012,2026-07-27 13:49:14,captured,payment,
pay_faa8626b050c42,order_fec4691e32ec48,35893.04,INR,netbanking,,,,cust_0081,2026-07-27 13:52:30,captured,payment,
pay_ba268ae5c04045,order_9b1a64a22d5943,15710.62,INR,card,,,,cust_0009,2026-07-27 14:42:46,captured,payment,
pay_4d0dbda29b2943,order_32aa4fce13414f,7632.25,INR,upi,,,,cust_0026,2026-07-27 14:49:49,captured,payment,
pay_b2ab733c0bee42,order_fe803b3c581f46,29987.99,INR,netbanking,,,,cust_0026,2026-07-27 15:09:09,captured,payment,
pay_bfc89d245a054e,order_e818f846d72c49,23404.11,INR,card,,,,cust_0114,2026-07-27 18:39:11,captured,payment,
pay_a2701e5441394f,order_a737af2df1c54d,1498.53,INR,emandate,,,,cust_0036,2026-07-27 18:48:41,captured,subscription,
pay_ecccf200279c40,order_20ab1470298a42,356.08,INR,emandate,,,,cust_0044,2026-07-27 19:55:14,captured,subscription,
pay_b3be17d9006e48,order_8fa07099bb174b,14887.48,INR,upi,,,,cust_0068,2026-07-27 20:27:56,captured,payment,
pay_c451dbc9e7784c,order_a1fc305ecfe041,7821.56,INR,upi,,,,cust_0083,2026-07-27 20:54:15,captured,payment,
pay_e3b1bf9445c646,order_a2605a66a27d40,1995.17,INR,wallet,,,,cust_0040,2026-07-27 21:12:35,captured,payment,
pay_ff8bb73674f246,order_6e660ad4c44e49,2187.74,INR,card,,,,cust_0058,2026-07-27 21:17:17,captured,payment,
pay_4b3e42e25d9f48,order_4a75815203e64e,14350.61,INR,upi,,,,cust_0051,2026-07-27 21:25:30,captured,payment,
pay_92fd04aa091044,order_882c906a38c54d,24611.87,INR,card,,,,cust_0045,2026-07-27 21:30:53,captured,payment,
pay_5c1068eb118842,order_b8297055c8b349,10545.4,INR,upi,,,,cust_0018,2026-07-27 22:32:37,captured,payment,
pay_50cdad52908248,order_3c3389463dd34a,3093.8,INR,upi,,,,cust_0100,2026-07-27 23:28:55,captured,payment,
pay_dc3c3457bbf74f,order_82cbf1a085974b,13915.62,INR,upi,,,,cust_0022,2026-07-27 23:47:58,captured,payment,
pay_0644fa0cc5b747,order_24b6583b1f2049,4458.41,INR,netbanking,,,,cust_0115,2026-07-28 00:25:39,captured,payment,
pay_0d2ee34fe84048,order_75856872ba4c43,24110.74,INR,card,,,,cust_0061,2026-07-28 00:38:42,captured,payment,
pay_941bb98f26274e,order_0cbcaf6c8d414f,26863.32,INR,netbanking,,,,cust_0043,2026-07-28 01:51:25,captured,payment,
pay_ac29ba2739de4f,order_b25b890d46b24b,2131.53,INR,wallet,,,,cust_0017,2026-07-28 03:04:41,captured,payment,
pay_9b85de4d4ab549,order_a2f59f0b255a48,5485.45,INR,upi,,,,cust_0098,2026-07-28 04:34:24,captured,payment,
pay_3751bd4116f34d,order_a4cc27febfc64a,42553.53,INR,netbanking,,,,cust_0049,2026-07-28 05:31:26,captured,payment,
pay_a9ec1cc4480242,order_62b0cef762bb44,12436.39,INR,card,,,,cust_0022,2026-07-28 07:07:29,captured,payment,
pay_51b70995a7cb45,order_5645c542f1694c,13716.02,INR,upi,,,,cust_0073,2026-07-28 07:36:11,captured,payment,
pay_1bb2a00df12e4c,order_b0f6a591015d4a,14253.45,INR,card,,,,cust_0039,2026-07-28 08:06:05,captured,payment,
pay_f7acbdcedc3c42,order_d6b5fb9f4d3542,22677.12,INR,card,,,,cust_0071,2026-07-28 08:24:23,captured,payment,
pay_2dc228d274d64f,order_6d8132578f2948,20195.94,INR,netbanking,,,,cust_0011,2026-07-28 09:04:09,captured,payment,
pay_91fdc8385cc344,order_a3aed1b0cb6d48,382.86,INR,wallet,,,,cust_0026,2026-07-28 10:00:51,captured,payment,
pay_e562c838e6394b,order_7cf1230a160a47,3853.57,INR,upi,,,,cust_0009,2026-07-28 10:10:54,captured,payment,
pay_2238ac51ead24f,order_275f02d1645242,21892.79,INR,netbanking,,,,cust_0070,2026-07-28 10:49:22,captured,payment,
pay_914c760c492540,order_3378d32351b145,4772.51,INR,wallet,,,,cust_0058,2026-07-28 11:03:13,captured,payment,
pay_a731b7883be747,order_ef27ab0a0b0c4a,36173.52,INR,netbanking,,,,cust_0020,2026-07-28 11:46:03,captured,payment,
pay_de8e965fcdd340,order_1dfca78941e642,14997.7,INR,netbanking,,,,cust_0052,2026-07-28 12:18:15,captured,payment,
pay_6259c9d28ce147,order_bf81b5a1cb9d49,1400.53,INR,card,,,,cust_0048,2026-07-28 12:50:31,captured,payment,
pay_df830ee8bb634f,order_3e7071fa3c3f46,7258.7,INR,card,,,,cust_0012,2026-07-28 13:08:06,captured,payment,
pay_2e467e87a57e46,order_5f4899ad127543,587.63,INR,wallet,,,,cust_0097,2026-07-28 16:03:23,captured,payment,
pay_f42f013109fe4e,order_79fcb77c543c42,15586.25,INR,card,,,,cust_0060,2026-07-28 17:13:51,captured,payment,
pay_74baa76af61a4d,order_6417187dee3b4d,1929.47,INR,upi,,,,cust_0060,2026-07-28 18:54:04,captured,payment,
pay_a38eb60a798f46,order_e5671fc171404d,5159.21,INR,netbanking,,,,cust_0021,2026-07-28 19:50:30,captured,payment,
pay_ac5008f660bc40,order_c1a028c6abc040,4824.1,INR,wallet,,,,cust_0052,2026-07-28 20:28:47,captured,payment,
pay_bb89e0825ddb42,order_902068eebc8043,5203.13,INR,emandate,,,,cust_0097,2026-07-28 22:51:13,captured,subscription,
pay_ba04ea9678494f,order_a5024aaf096943,6038.51,INR,upi,,,,cust_0003,2026-07-28 23:11:12,captured,payment,
pay_d4bd5f71792f4a,order_99bb053d4bd445,11119.34,INR,upi,,,,cust_0008,2026-07-29 00:18:38,captured,payment,
pay_2114650f4ca146,order_7426f8e0293d47,23593.91,INR,card,,,,cust_0041,2026-07-29 01:06:46,captured,payment,
pay_09316275e27642,order_2cd92df4e4b641,5971.78,INR,upi,,,,cust_0082,2026-07-29 02:31:36,captured,payment,
pay_a02640adcb164b,order_a4d1add8e4f14f,3365.47,INR,card,,,,cust_0049,2026-07-29 02:46:16,captured,payment,
pay_92bce90d75354e,order_a65e922b2b684c,24118.86,INR,card,,,,cust_0027,2026-07-29 04:10:32,captured,payment,
pay_a86a1f0385914d,order_26c7c5e394f540,7754.26,INR,card,,,,cust_0063,2026-07-29 04:49:31,captured,payment,
pay_f90cd7e322ea45,order_344520f776f541,37147.39,INR,netbanking,,,,cust_0107,2026-07-29 05:54:24,captured,payment,
pay_7fdda98f786d43,order_7d78e089b8aa4c,1552.62,INR,wallet,,,,cust_0061,2026-07-29 06:47:57,captured,payment,
pay_be5432a009124f,order_94ba479afcc54a,31796.83,INR,netbanking,,,,cust_0013,2026-07-29 07:39:43,captured,payment,
pay_c4cc353b51f04d,order_248b1a52f1fe44,22782.24,INR,card,,,,cust_0018,2026-07-29 08:14:44,captured,payment,
pay_6f5789d6c6f14e,order_5d50f115341542,37292.31,INR,netbanking,,,,cust_0035,2026-07-29 09:50:55,captured,payment,
pay_f7289d7604a54e,order_548259d95d8948,9725.56,INR,card,,,,cust_0036,2026-07-29 10:32:30,captured,payment,
pay_1bff83c2fbbc43,order_fc829f5ca9cf46,11211.09,INR,upi,,,,cust_0033,2026-07-29 11:27:23,captured,payment,
pay_60d3c63e46f945,order_942e79c187f44e,9031.16,INR,netbanking,,,,cust_0080,2026-07-29 11:52:56,captured,payment,
pay_4bf15a8a149148,order_f2aeb0e4001043,17824.65,INR,card,,,,cust_0076,2026-07-29 12:08:38,captured,payment,
pay_3b4e930f744b43,order_dd3644bb3a3045,2419.69,INR,card,,,,cust_0003,2026-07-29 12:31:14,captured,payment,
pay_0f25995b428b49,order_0b69d007cf5546,2822.38,INR,card,,,,cust_0026,2026-07-29 15:51:31,captured,payment,
pay_b147a49ff74744,order_88f7ad3c1d384f,7331.11,INR,emandate,,,,cust_0087,2026-07-29 16:10:57,captured,subscription,
pay_5bf3ba92526c43,order_7810783309d342,3689.33,INR,card,,,,cust_0029,2026-07-29 18:35:23,captured,payment,
pay_5a4be99712994f,order_95ac0062fd6540,970.03,INR,upi,,,,cust_0116,2026-07-29 19:20:15,captured,payment,
pay_6ffda8707ea043,order_eb3ef48547854a,5809.44,INR,netbanking,,,,cust_0100,2026-07-29 20:54:38,captured,payment,
pay_7251117962864c,order_ae4ee190a93f46,10196.84,INR,upi,,,,cust_0091,2026-07-29 21:24:04,captured,payment,
pay_6a133d67bef041,order_25b4eb097d2b49,6605.48,INR,upi,,,,cust_0011,2026-07-29 21:28:04,captured,payment,
pay_e53e65ea054a46,order_9d089d6003d540,7042.7,INR,card,,,,cust_0064,2026-07-29 21:57:27,captured,payment,
pay_0c073cdde32242,order_4c3ae2c8085043,12680.86,INR,upi,,,,cust_0100,2026-07-29 22:24:04,captured,payment,
pay_5af3c0537df04e,order_f31c4b55d6284b,20268.35,INR,card,,,,cust_0005,2026-07-29 23:02:26,captured,payment,
pay_be6535bd99f14f,order_ba6e61f0c31446,1889.13,INR,wallet,,,,cust_0101,2026-07-29 23:36:07,captured,payment,
pay_af5724142fa14d,order_9bf49366ec7144,9919.71,INR,upi,,,,cust_0032,2026-07-30 00:35:41,captured,payment,
pay_9f03cd56d0b648,order_e19b41f1647348,9615.34,INR,emandate,,,,cust_0028,2026-07-30 01:08:12,captured,subscription,
pay_a715e94b5fed4d,order_6ca410e3dac64a,21572.55,INR,card,,,,cust_0047,2026-07-30 02:41:33,captured,payment,
pay_e1014120581148,order_ec8b36a2ae3940,11921.44,INR,netbanking,,,,cust_0064,2026-07-30 03:12:23,captured,payment,
pay_43924f7ba3b344,order_c402869f9a334c,19159.82,INR,card,,,,cust_0108,2026-07-30 05:35:46,captured,payment,
pay_47cc3e518bcc45,order_da6f09967ea64c,14066.85,INR,card,,,,cust_0063,2026-07-30 05:36:20,captured,payment,
pay_737630b249894b,order_3353d7177d454e,6838.47,INR,upi,,,,cust_0037,2026-07-30 06:02:48,captured,payment,
pay_71545bce55fc47,order_15747d7ce1b641,11018.82,INR,netbanking,,,,cust_0081,2026-07-30 06:04:24,captured,payment,
pay_0de34b910c4b48,order_3ebcc41335ff42,32543.73,INR,netbanking,,,,cust_0011,2026-07-30 06:43:09,captured,payment,
pay_d2e8195277f347,order_b4371e2cb1504a,21224.69,INR,card,,,,cust_0070,2026-07-30 07:20:56,captured,payment,
pay_d211f6129dfc4d,order_930f488af4af41,15453.85,INR,card,,,,cust_0019,2026-07-30 07:47:37,captured,payment,
pay_111468b049c943,order_c8e374e6772d45,451.24,INR,card,,,,cust_0039,2026-07-30 08:54:42,captured,payment,
pay_7ef974d81c8342,order_4e307b8cb32745,6015.47,INR,upi,,,,cust_0082,2026-07-30 10:54:22,captured,payment,
pay_c92bdf89459448,order_4d05c26da9d749,14762.96,INR,card,,,,cust_0047,2026-07-30 11:32:36,captured,payment,
pay_9b91e3f553dd4f,order_91ccf9e55ae340,3485.59,INR,upi,,,,cust_0087,2026-07-30 12:07:01,captured,payment,
pay_98d5208527544a,order_c05cd144fccd42,35519.89,INR,netbanking,,,,cust_0013,2026-07-30 14:15:35,captured,payment,
pay_8d48af2008344d,order_17d7dbc83c4840,12444.39,INR,card,,,,cust_0052,2026-07-30 14:22:04,captured,payment,
pay_79f3c8acb5ec4f,order_44b7326e0d9e48,22684.51,INR,card,,,,cust_0055,2026-07-30 15:17:59,captured,payment,
pay_b52f9595da4742,order_bad5e5de873b4b,10675.3,INR,upi,,,,cust_0023,2026-07-30 18:47:30,captured,payment,
