payment_id,order_id,amount,currency,method,error_code,error_reason,error_description,customer_id,timestamp,status,event_type,root_cause_bucket
pay_2dd9b14cbcae4c,order_856a228b2c8b4b,29954.68,INR,netbanking,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0118,2026-07-24 19:43:15,failed,payment,retryable_with_delay
pay_6789e50f332e45,order_6b7496dd332444,1407.95,INR,wallet,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0111,2026-07-24 23:32:24,failed,payment,abandoned_checkout
pay_f1d67ea4b2d040,order_7453e5c7aa7241,14833.42,INR,upi,SERVER_ERROR,internal_server_error,An internal server error occurred while processing the payment.,cust_0027,2026-07-25 01:06:51,failed,payment,retryable_transient
pay_3b952fa41a6642,order_db670e59d7d04b,10248.57,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0083,2026-07-25 01:12:52,failed,payment,retryable_transient
pay_87a81cc2ed8643,order_81a35fa38a5a46,4046.81,INR,card,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0039,2026-07-25 03:08:22,failed,payment,retryable_transient
pay_476a0f02115048,order_e9192673edb347,12127.41,INR,upi,SERVER_ERROR,internal_server_error,An internal server error occurred while processing the payment.,cust_0099,2026-07-25 05:19:22,failed,payment,retryable_transient
pay_815990007dd041,order_d7d0b3e860b646,6741.26,INR,emandate,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0077,2026-07-25 07:42:00,failed,subscription,retryable_with_delay
pay_719997839cce48,order_5678cdcf431e40,1461.27,INR,wallet,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0085,2026-07-25 11:22:41,failed,payment,abandoned_checkout
pay_756f07a8e80444,order_3348d9cc72b74c,16795.89,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0039,2026-07-25 12:44:12,failed,payment,abandoned_checkout
pay_4de63ce0dac049,order_5c2d8799faa144,26691.16,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0111,2026-07-25 14:20:25,failed,payment,retryable_transient
pay_35746940215c49,order_9cd6281add704d,11144.08,INR,upi,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0091,2026-07-25 16:08:27,failed,payment,abandoned_checkout
pay_ba4a856830f143,order_fa93e77d9a0a46,4541.68,INR,emandate,BAD_REQUEST_ERROR,mandate_not_approved,The e-mandate registration was not approved in time by the customer.,cust_0013,2026-07-25 17:43:11,failed,subscription,retryable_with_delay
pay_4463614bbe6c45,order_7db9ca5fe6f04d,2713.73,INR,wallet,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0103,2026-07-25 22:36:18,failed,payment,abandoned_checkout
pay_2531470561594c,order_248da810ef7243,17014.15,INR,card,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0012,2026-07-25 23:29:49,failed,payment,retryable_with_delay
pay_2411b287e2a64d,order_01589e2690b846,14162.31,INR,card,GATEWAY_ERROR,issuer_unavailable,The card issuing bank's servers were unavailable.,cust_0054,2026-07-25 23:59:32,failed,payment,retryable_transient
pay_c12ca86133284d,order_bf1426d904cb48,10800.36,INR,card,BAD_REQUEST_ERROR,card_declined,The card was declined by the issuing bank.,cust_0029,2026-07-26 00:26:02,failed,payment,non_retryable
pay_0d0f68eeb6e244,order_ea1b6a0215a741,27819.91,INR,netbanking,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0049,2026-07-26 01:45:12,failed,payment,retryable_transient
pay_cfbd430b58d94b,order_477593dcb4444e,16860.68,INR,card,BAD_REQUEST_ERROR,invalid_cvv,The CVV entered was incorrect.,cust_0054,2026-07-26 05:31:31,failed,payment,non_retryable
pay_44c254cbabf747,order_1031681b7c4146,7671.61,INR,emandate,BAD_REQUEST_ERROR,card_declined,The card was declined by the issuing bank.,cust_0100,2026-07-26 06:28:23,failed,subscription,non_retryable
pay_f1d7b74656c145,order_cb2ac386176c42,9649.76,INR,emandate,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0097,2026-07-26 06:34:11,failed,subscription,retryable_with_delay
pay_9adb916bb74a47,order_adafc1195da14c,2699.74,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0018,2026-07-26 08:36:29,failed,payment,abandoned_checkout
pay_32ef14b43cb44a,order_b7c98103a2154c,17137.93,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0097,2026-07-26 09:16:46,failed,payment,abandoned_checkout
pay_affec597019046,order_126fbdcbc6344a,34136.15,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0043,2026-07-26 10:09:31,failed,payment,retryable_transient
pay_216119fde87d4a,order_755c22b3401842,7765.31,INR,card,BAD_REQUEST_ERROR,card_declined,The card was declined by the issuing bank.,cust_0017,2026-07-26 12:34:58,failed,payment,non_retryable
pay_52bf197c365e4a,order_6df2570849854b,9210.51,INR,emandate,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0004,2026-07-26 12:35:46,failed,subscription,retryable_with_delay
pay_94f071b753ef42,order_1bf8192a184c4b,42690.9,INR,netbanking,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0049,2026-07-26 13:10:48,failed,payment,retryable_with_delay
pay_e7e9905e95fc45,order_3c29c41bba8d43,4600.89,INR,wallet,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0021,2026-07-26 16:05:18,failed,payment,retryable_transient
pay_034312d49fa14c,order_3dcb8f9513ff4f,14919.95,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0038,2026-07-26 16:45:06,failed,payment,retryable_transient
pay_e93fee3805e449,order_c9242d44a8b24e,2565.51,INR,card,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0028,2026-07-26 16:50:17,failed,payment,retryable_with_delay
pay_59d6bd6a213542,order_7214602854ad4a,18620.18,INR,card,BAD_REQUEST_ERROR,card_declined,The card was declined by the issuing bank.,cust_0015,2026-07-26 21:57:40,failed,payment,non_retryable
pay_a3240a1f508c47,order_e70a478acdb548,1166.38,INR,wallet,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0049,2026-07-27 02:03:14,failed,payment,retryable_transient
pay_b24bb629a14a4b,order_22197f67fb0b41,20161.32,INR,card,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0060,2026-07-27 07:25:50,failed,payment,retryable_transient
pay_6e5ff97815ce48,order_e898bc5ee2c844,5645.75,INR,emandate,BAD_REQUEST_ERROR,mandate_not_approved,The e-mandate registration was not approved in time by the customer.,cust_0025,2026-07-27 08:58:51,failed,subscription,retryable_with_delay
pay_7ca10fcce42a45,order_e39451bc582d41,4475.66,INR,emandate,BAD_REQUEST_ERROR,expired_card,The card used for payment has expired.,cust_0015,2026-07-27 15:02:39,failed,subscription,non_retryable
pay_2a3858d4c0e14a,order_4400b8864f4d46,1731.72,INR,wallet,SERVER_ERROR,internal_server_error,An internal server error occurred while processing the payment.,cust_0035,2026-07-27 19:20:16,failed,payment,retryable_transient
pay_74a4633a7fea40,order_68f2eb98d0944c,42162.63,INR,netbanking,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0078,2026-07-27 19:25:30,failed,payment,abandoned_checkout
pay_658b789db20d41,order_326261aa441841,9263.24,INR,upi,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0050,2026-07-27 20:07:06,failed,payment,retryable_transient
pay_5fa331218bab45,order_9e68b14b3e7a49,6202.99,INR,emandate,BAD_REQUEST_ERROR,expired_card,The card used for payment has expired.,cust_0055,2026-07-27 22:47:09,failed,subscription,non_retryable
pay_8add8044a8b944,order_40db96f59d6646,11025.01,INR,netbanking,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0051,2026-07-28 05:14:55,failed,payment,abandoned_checkout
pay_88d134a65b714d,order_8321b2d68b4741,45575.54,INR,netbanking,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0107,2026-07-28 08:09:57,failed,payment,retryable_transient
pay_0e396faf32c845,order_3261593f06864b,4674.69,INR,card,SERVER_ERROR,internal_server_error,An internal server error occurred while processing the payment.,cust_0060,2026-07-28 11:12:25,failed,payment,retryable_transient
pay_eb9ca6b5d2b04a,order_94dc3482a1314b,12661.16,INR,card,BAD_REQUEST_ERROR,invalid_cvv,The CVV entered was incorrect.,cust_0057,2026-07-28 11:34:55,failed,payment,non_retryable
pay_1c2830e255a641,order_22818401814447,15093.53,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0003,2026-07-28 17:37:42,failed,payment,abandoned_checkout
pay_555df0f6b29245,order_c146021a52c949,2414.73,INR,card,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0105,2026-07-28 20:40:31,failed,payment,retryable_with_delay
pay_93ca49082e4a41,order_872361ee408548,2953.15,INR,upi,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0036,2026-07-28 22:45:46,failed,payment,retryable_with_delay
pay_4d5ed169c0dd4d,order_5955ae4f3a3345,4120.99,INR,card,BAD_REQUEST_ERROR,expired_card,The card used for payment has expired.,cust_0029,2026-07-29 01:06:14,failed,payment,non_retryable
pay_6ad5efc4403e48,order_b60fdfe23e2448,2012.16,INR,upi,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0071,2026-07-29 09:09:04,failed,payment,retryable_with_delay
pay_9b21693c87134e,order_5123ff389dd34f,8991.64,INR,emandate,BAD_REQUEST_ERROR,mandate_not_approved,The e-mandate registration was not approved in time by the customer.,cust_0058,2026-07-29 09:51:34,failed,subscription,retryable_with_delay
pay_d7b68697117047,order_a864e761d42e47,17264.17,INR,card,BAD_REQUEST_ERROR,card_declined,The card was declined by the issuing bank.,cust_0009,2026-07-29 10:19:59,failed,payment,non_retryable
pay_1b8867ff569043,order_f04ad24789464e,1377.13,INR,card,BAD_REQUEST_ERROR,invalid_cvv,The CVV entered was incorrect.,cust_0091,2026-07-29 11:50:16,failed,payment,non_retryable
pay_c133b4f00f844c,order_2d3d6d57137a4a,1252.08,INR,wallet,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0104,2026-07-29 11:50:30,failed,payment,abandoned_checkout
pay_bd5c2f72760d47,order_35e6712225054c,12537.22,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0032,2026-07-29 12:43:09,failed,payment,retryable_transient
pay_9908bbbfd36541,order_e412490289d94b,48468.23,INR,netbanking,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0045,2026-07-29 15:17:36,failed,payment,retryable_transient
pay_44f4961d358545,order_89ed1026ce094d,9582.66,INR,netbanking,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0032,2026-07-29 23:53:40,failed,payment,retryable_transient
pay_12dd1bca37134a,order_4a17ed04e97e42,2378.85,INR,emandate,BAD_REQUEST_ERROR,mandate_not_approved,The e-mandate registration was not approved in time by the customer.,cust_0045,2026-07-30 02:36:11,failed,subscription,retryable_with_delay
pay_e5ce55f7a5114e,order_5286f59b55cf49,12039.5,INR,upi,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0107,2026-07-30 02:50:36,failed,payment,abandoned_checkout
pay_26b8f824f9364b,order_154b8910b9e041,48058.98,INR,netbanking,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0091,2026-07-30 03:15:36,failed,payment,retryable_transient
pay_1d2d1115d8ab49,order_b771f9bbe65f43,1176.17,INR,emandate,BAD_REQUEST_ERROR,mandate_not_approved,The e-mandate registration was not approved in time by the customer.,cust_0002,2026-07-30 06:32:07,failed,subscription,retryable_with_delay
pay_c610aaf2063742,order_1f9d94fec73e4b,24214.68,INR,card,BAD_REQUEST_ERROR,invalid_cvv,The CVV entered was incorrect.,cust_0012,2026-07-30 09:06:40,failed,payment,non_retryable
pay_eb01a51f02f94e,order_236fe38cb0754f,17914.62,INR,netbanking,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0035,2026-07-30 10:14:37,failed,payment,abandoned_checkout
pay_c80c0535a3fb4f,order_27212416b4cd4b,10520.61,INR,card,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0052,2026-07-30 10:31:50,failed,payment,retryable_transient
pay_92a206fba40e47,order_542360fa93fc46,45030.9,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0016,2026-07-30 12:52:32,failed,payment,retryable_transient
pay_ed6b161052e44d,order_20dac2dc155745,4332.91,INR,wallet,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0069,2026-07-30 18:37:47,failed,payment,abandoned_checkout
pay_1d75ae9dd55545,order_e2326c29ee7f48,23516.92,INR,netbanking,SERVER_ERROR,internal_server_error,An internal server error occurred while processing the payment.,cust_0087,2026-07-30 23:44:30,failed,payment,retryable_transient
pay_919aec69c6a742,order_2598b67b25f740,23213.44,INR,card,BAD_REQUEST_ERROR,card_declined,The card was declined by the issuing bank.,cust_0113,2026-07-31 04:27:10,failed,payment,non_retryable
pay_f251d40803eb4c,order_655fffb6569a43,3790.63,INR,upi,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0057,2026-07-31 04:52:11,failed,payment,retryable_transient
pay_298a8da45f3e48,order_c41efae34b7e4b,6590.9,INR,card,BAD_REQUEST_ERROR,invalid_cvv,The CVV entered was incorrect.,cust_0001,2026-07-31 06:51:05,failed,payment,non_retryable
pay_abf8c0daf33149,order_7b8c5f1f113947,1292.21,INR,emandate,BAD_REQUEST_ERROR,card_declined,The card was declined by the issuing bank.,cust_0021,2026-07-31 08:21:25,failed,subscription,non_retryable
pay_10be573922444a,order_194695dcf77947,2693.29,INR,card,BAD_REQUEST_ERROR,invalid_cvv,The CVV entered was incorrect.,cust_0046,2026-07-31 12:41:03,failed,payment,non_retryable
pay_ed142d131a3045,order_491b6cf01eeb46,2372.59,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0018,2026-07-31 15:31:30,failed,payment,abandoned_checkout
pay_7f5cb49c887247,order_718ee020c98846,11230.25,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0115,2026-07-31 15:44:01,failed,payment,retryable_transient
pay_10130a6392fe4b,order_b3a267a5705d4b,8875.28,INR,card,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0085,2026-07-31 15:47:55,failed,payment,retryable_with_delay
pay_d49da403bee64b,order_818225806be44c,2578.86,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0107,2026-07-31 21:23:37,failed,payment,abandoned_checkout
pay_7e605bbe679548,order_617ec2833d3346,10446.38,INR,card,GATEWAY_ERROR,issuer_unavailable,The card issuing bank's servers were unavailable.,cust_0112,2026-07-31 22:08:17,failed,payment,retryable_transient
pay_8d5e4e20048142,order_584f5a1aa8284f,809.2,INR,emandate,GATEWAY_ERROR,issuer_unavailable,The card issuing bank's servers were unavailable.,cust_0050,2026-08-01 01:23:33,failed,subscription,retryable_transient
pay_8a208c3c3eac4e,order_db605e9c84ce48,611.52,INR,card,BAD_REQUEST_ERROR,invalid_cvv,The CVV entered was incorrect.,cust_0106,2026-08-01 01:29:28,failed,payment,non_retryable
pay_ec2fbf15b8a944,order_c2a185e002fc48,15598.34,INR,card,GATEWAY_ERROR,issuer_unavailable,The card issuing bank's servers were unavailable.,cust_0085,2026-08-01 02:27:46,failed,payment,retryable_transient
pay_add14cf9dd8947,order_124fb9ce69964d,1864.05,INR,upi,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0078,2026-08-01 06:01:02,failed,payment,retryable_with_delay
pay_7fd922df28644c,order_3d9c1a1fdc5e44,814.04,INR,wallet,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0084,2026-08-01 07:31:11,failed,payment,retryable_transient
pay_7dfcc142859c45,order_ab86ea032ac94a,30550.26,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0035,2026-08-01 08:20:10,failed,payment,retryable_transient
pay_bc8717a7e4f640,order_ebc7a510c4144e,6330.92,INR,card,BAD_REQUEST_ERROR,invalid_cvv,The CVV entered was incorrect.,cust_0073,2026-08-01 10:49:12,failed,payment,non_retryable
pay_93933c7e16bc4f,order_9aadfe3ef92443,4165.51,INR,card,BAD_REQUEST_ERROR,card_declined,The card was declined by the issuing bank.,cust_0058,2026-08-01 14:56:16,failed,payment,non_retryable
pay_190997e541154b,order_186f09a35db449,3679.33,INR,netbanking,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0043,2026-08-01 16:00:27,failed,payment,retryable_transient
pay_32c29f2c98854a,order_2f7302ee631048,3036.25,INR,emandate,GATEWAY_ERROR,issuer_unavailable,The card issuing bank's servers were unavailable.,cust_0003,2026-08-01 18:59:54,failed,subscription,retryable_transient
pay_2a2f6cfb718b4b,order_432810b605e14d,17138.41,INR,netbanking,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0093,2026-08-01 19:49:55,failed,payment,retryable_transient
pay_7312c206b3aa40,order_943f8f639b2241,536.27,INR,wallet,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0094,2026-08-01 21:48:26,failed,payment,retryable_transient
pay_60c46f4cf6ec4c,order_2edf98a1e3c941,5578.77,INR,card,BAD_REQUEST_ERROR,invalid_cvv,The CVV entered was incorrect.,cust_0116,2026-08-01 23:38:58,failed,payment,non_retryable
pay_03b9b2988bef47,order_1ff66fbd4f184d,14287.7,INR,card,BAD_REQUEST_ERROR,card_declined,The card was declined by the issuing bank.,cust_0009,2026-08-01 23:56:51,failed,payment,non_retryable
pay_b89c0fb5e5bf4a,order_b014fb58b05540,14766.78,INR,netbanking,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0105,2026-08-02 00:20:04,failed,payment,retryable_transient
pay_64546fbb8b2343,order_5e7cdac455bf40,35790.97,INR,netbanking,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0086,2026-08-02 02:02:08,failed,payment,retryable_transient
pay_0bc56eea691047,order_6e0d93820e7e42,17258.78,INR,netbanking,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0084,2026-08-02 03:47:37,failed,payment,retryable_transient
pay_08f82aad2eaf40,order_f022d0b5965648,43076.96,INR,netbanking,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0109,2026-08-02 03:52:38,failed,payment,retryable_transient
pay_bb60810bfed04c,order_0b69e6500c034d,12314.95,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0017,2026-08-02 05:46:16,failed,payment,retryable_transient
pay_8181f7d8c0b348,order_d89a8f3459e54c,26436.15,INR,netbanking,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0112,2026-08-02 05:47:37,failed,payment,retryable_transient
pay_98becf59c7af47,order_df2fde7e96c043,496.09,INR,wallet,BAD_REQUEST_ERROR,fraud_suspected,Payment flagged and blocked due to suspected fraudulent activity.,cust_0002,2026-08-02 07:10:57,failed,payment,escalate_human
pay_dc5ab7f26cb541,order_7a2c0a969dd148,220.12,INR,emandate,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0034,2026-08-02 12:01:15,failed,subscription,retryable_with_delay
pay_5ea727915cf34a,order_64908327c6854f,15281.33,INR,netbanking,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0110,2026-08-02 12:31:40,failed,payment,retryable_transient
pay_ffe2ca474acb46,order_3c07767c7aef49,6043.81,INR,emandate,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0049,2026-08-02 18:36:31,failed,subscription,retryable_with_delay
pay_0dc6d9a965064a,order_1624e88e2e8645,577.04,INR,wallet,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0074,2026-08-02 22:34:25,failed,payment,abandoned_checkout
pay_4757772ce77144,order_96ebb3e68bf741,9196.89,INR,netbanking,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0069,2026-08-02 23:55:17,failed,payment,retryable_transient
pay_24966abeb1624f,order_bfbd66eee18547,5559.41,INR,netbanking,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0013,2026-08-03 00:14:52,failed,payment,abandoned_checkout
pay_9af9aebff3234a,order_7d69e8af598b45,9996.08,INR,netbanking,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0087,2026-08-03 01:09:32,failed,payment,retryable_transient
pay_69d9b4e4024a4e,order_a1846cc8d7354f,3506.51,INR,emandate,BAD_REQUEST_ERROR,card_declined,The card was declined by the issuing bank.,cust_0036,2026-08-03 01:10:52,failed,subscription,non_retryable
pay_7d749e6f708542,order_d82f8ea214744a,691.79,INR,emandate,BAD_REQUEST_ERROR,mandate_not_approved,The e-mandate registration was not approved in time by the customer.,cust_0042,2026-08-03 01:12:26,failed,subscription,retryable_with_delay
pay_2938dc0a80f04b,order_661be480503144,24335.93,INR,card,BAD_REQUEST_ERROR,otp_timeout,The OTP was not entered within the allowed time.,cust_0011,2026-08-03 01:52:14,failed,payment,retryable_transient
