payment_id,order_id,amount,currency,method,error_code,error_reason,error_description,customer_id,timestamp,status,event_type,root_cause_bucket,diagnosed_bucket,confidence,final_bucket_used,action,reason,attempt_number,max_attempts_allowed,escalate,retry_at,action_taken,execution_status,recovered_amount,notes,execution_timestamp
pay_3f54f4ed4b644d,order_ab9520b9213e49,1929.04,INR,netbanking,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0103,2026-07-22 21:30:30,failed,payment,retryable_transient,retryable_with_delay,0.549,escalate_human,escalate_human,Model confidence 0.55 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-22T16:46:08.625707+00:00
pay_3f54f4ed4b644d,order_ab9520b9213e49,1929.04,INR,netbanking,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0103,2026-07-22 21:30:30,failed,payment,retryable_transient,retryable_with_delay,0.549,escalate_human,escalate_human,Model confidence 0.55 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-22T16:46:21.070696+00:00
pay_3f54f4ed4b644d,order_ab9520b9213e49,1929.04,INR,netbanking,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0103,2026-07-22 21:30:30,failed,payment,retryable_transient,retryable_with_delay,0.549,escalate_human,escalate_human,Model confidence 0.55 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-22T16:46:32.422356+00:00
pay_448b26a786f24f,order_fcf8f9e48cbc44,2599.23,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0096,2026-07-22 23:24:02,failed,payment,retryable_transient,escalate_human,0.763,escalate_human,escalate_human,Low model confidence or high-risk signal — routed to human review instead of auto-acting.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:50:11.933750+00:00
pay_448b26a786f24f,order_fcf8f9e48cbc44,2599.23,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0096,2026-07-22 23:24:02,failed,payment,retryable_transient,escalate_human,0.763,escalate_human,escalate_human,Low model confidence or high-risk signal — routed to human review instead of auto-acting.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:58:21.575436+00:00
pay_448b26a786f24f,order_fcf8f9e48cbc44,2599.23,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0096,2026-07-22 23:24:02,failed,payment,retryable_transient,escalate_human,0.763,escalate_human,escalate_human,Low model confidence or high-risk signal — routed to human review instead of auto-acting.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:58:34.463829+00:00
pay_448b26a786f24f,order_fcf8f9e48cbc44,2599.23,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0096,2026-07-22 23:24:02,failed,payment,retryable_transient,escalate_human,0.763,escalate_human,escalate_human,Low model confidence or high-risk signal — routed to human review instead of auto-acting.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T14:00:43.743873+00:00
pay_448b26a786f24f,order_fcf8f9e48cbc44,2599.23,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0096,2026-07-22 23:24:02,failed,payment,retryable_transient,escalate_human,0.763,escalate_human,escalate_human,Low model confidence or high-risk signal — routed to human review instead of auto-acting.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-21T14:14:45.478955+00:00
pay_448b26a786f24f,order_fcf8f9e48cbc44,2599.23,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0096,2026-07-22 23:24:02,failed,payment,retryable_transient,escalate_human,0.763,escalate_human,escalate_human,Low model confidence or high-risk signal — routed to human review instead of auto-acting.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-21T14:21:23.721473+00:00
pay_448b26a786f24f,order_fcf8f9e48cbc44,2599.23,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0096,2026-07-22 23:24:02,failed,payment,retryable_transient,escalate_human,0.763,escalate_human,escalate_human,Low model confidence or high-risk signal — routed to human review instead of auto-acting.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-22T16:46:08.627876+00:00
pay_448b26a786f24f,order_fcf8f9e48cbc44,2599.23,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0096,2026-07-22 23:24:02,failed,payment,retryable_transient,escalate_human,0.763,escalate_human,escalate_human,Low model confidence or high-risk signal — routed to human review instead of auto-acting.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-22T16:46:21.074155+00:00
pay_448b26a786f24f,order_fcf8f9e48cbc44,2599.23,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0096,2026-07-22 23:24:02,failed,payment,retryable_transient,escalate_human,0.763,escalate_human,escalate_human,Low model confidence or high-risk signal — routed to human review instead of auto-acting.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-22T16:46:32.424627+00:00
pay_2bb17e43ca4541,order_07a331be9aeb47,12973.79,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0112,2026-07-23 04:41:52,failed,payment,retryable_transient,abandoned_checkout,0.478,escalate_human,escalate_human,Model confidence 0.48 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:50:11.936201+00:00
pay_2bb17e43ca4541,order_07a331be9aeb47,12973.79,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0112,2026-07-23 04:41:52,failed,payment,retryable_transient,abandoned_checkout,0.478,escalate_human,escalate_human,Model confidence 0.48 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:58:21.579572+00:00
pay_2bb17e43ca4541,order_07a331be9aeb47,12973.79,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0112,2026-07-23 04:41:52,failed,payment,retryable_transient,abandoned_checkout,0.478,escalate_human,escalate_human,Model confidence 0.48 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:58:34.465698+00:00
pay_2bb17e43ca4541,order_07a331be9aeb47,12973.79,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0112,2026-07-23 04:41:52,failed,payment,retryable_transient,abandoned_checkout,0.478,escalate_human,escalate_human,Model confidence 0.48 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T14:00:43.745838+00:00
pay_2bb17e43ca4541,order_07a331be9aeb47,12973.79,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0112,2026-07-23 04:41:52,failed,payment,retryable_transient,abandoned_checkout,0.478,escalate_human,escalate_human,Model confidence 0.48 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-21T14:14:45.481254+00:00
pay_2bb17e43ca4541,order_07a331be9aeb47,12973.79,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0112,2026-07-23 04:41:52,failed,payment,retryable_transient,abandoned_checkout,0.478,escalate_human,escalate_human,Model confidence 0.48 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-21T14:21:23.723034+00:00
pay_2bb17e43ca4541,order_07a331be9aeb47,12973.79,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0112,2026-07-23 04:41:52,failed,payment,retryable_transient,abandoned_checkout,0.478,escalate_human,escalate_human,Model confidence 0.48 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-22T16:46:08.631042+00:00
pay_2bb17e43ca4541,order_07a331be9aeb47,12973.79,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0112,2026-07-23 04:41:52,failed,payment,retryable_transient,abandoned_checkout,0.478,escalate_human,escalate_human,Model confidence 0.48 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-22T16:46:21.076110+00:00
pay_2bb17e43ca4541,order_07a331be9aeb47,12973.79,INR,netbanking,GATEWAY_ERROR,network_timeout,The request timed out due to network issues at the gateway.,cust_0112,2026-07-23 04:41:52,failed,payment,retryable_transient,abandoned_checkout,0.478,escalate_human,escalate_human,Model confidence 0.48 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-22T16:46:32.426352+00:00
pay_4744ac83dae044,order_de10032667564d,10264.95,INR,netbanking,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0020,2026-07-23 05:02:58,failed,payment,retryable_with_delay,abandoned_checkout,0.494,escalate_human,escalate_human,Model confidence 0.49 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:50:11.938246+00:00
pay_4744ac83dae044,order_de10032667564d,10264.95,INR,netbanking,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0020,2026-07-23 05:02:58,failed,payment,retryable_with_delay,abandoned_checkout,0.494,escalate_human,escalate_human,Model confidence 0.49 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:58:21.582674+00:00
pay_4744ac83dae044,order_de10032667564d,10264.95,INR,netbanking,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0020,2026-07-23 05:02:58,failed,payment,retryable_with_delay,abandoned_checkout,0.494,escalate_human,escalate_human,Model confidence 0.49 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:58:34.467442+00:00
pay_4744ac83dae044,order_de10032667564d,10264.95,INR,netbanking,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0020,2026-07-23 05:02:58,failed,payment,retryable_with_delay,abandoned_checkout,0.494,escalate_human,escalate_human,Model confidence 0.49 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T14:00:43.747145+00:00
pay_4744ac83dae044,order_de10032667564d,10264.95,INR,netbanking,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0020,2026-07-23 05:02:58,failed,payment,retryable_with_delay,abandoned_checkout,0.494,escalate_human,escalate_human,Model confidence 0.49 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-21T14:14:45.483784+00:00
pay_4744ac83dae044,order_de10032667564d,10264.95,INR,netbanking,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0020,2026-07-23 05:02:58,failed,payment,retryable_with_delay,abandoned_checkout,0.494,escalate_human,escalate_human,Model confidence 0.49 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-21T14:21:23.724450+00:00
pay_4744ac83dae044,order_de10032667564d,10264.95,INR,netbanking,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0020,2026-07-23 05:02:58,failed,payment,retryable_with_delay,abandoned_checkout,0.494,escalate_human,escalate_human,Model confidence 0.49 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-22T16:46:08.632901+00:00
pay_4744ac83dae044,order_de10032667564d,10264.95,INR,netbanking,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0020,2026-07-23 05:02:58,failed,payment,retryable_with_delay,abandoned_checkout,0.494,escalate_human,escalate_human,Model confidence 0.49 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-22T16:46:21.077857+00:00
pay_4744ac83dae044,order_de10032667564d,10264.95,INR,netbanking,BAD_REQUEST_ERROR,insufficient_funds,Payment failed due to insufficient funds in the customer's account.,cust_0020,2026-07-23 05:02:58,failed,payment,retryable_with_delay,abandoned_checkout,0.494,escalate_human,escalate_human,Model confidence 0.49 below threshold 0.55 — cannot safely act on this diagnosis.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-22T16:46:32.427960+00:00
pay_86f8a929396a4a,order_433a8f8c1f7d45,12769.22,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0104,2026-07-23 07:21:54,failed,payment,retryable_transient,retryable_transient,0.99,retryable_transient,retry_now,Transient failure (network/gateway) — safe to retry immediately.,1.0,3.0,False,2026-08-23 12:23:06,retry_now,sent,0.0,payment_link_id=plink_TSRTqmRfYYD4ZZ,2026-08-21T13:50:13.882280+00:00
pay_86f8a929396a4a,order_433a8f8c1f7d45,12769.22,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0104,2026-07-23 07:21:54,failed,payment,retryable_transient,retryable_transient,0.99,retryable_transient,retry_now,Transient failure (network/gateway) — safe to retry immediately.,1.0,3.0,False,2026-08-23 12:23:06,retry_now,failed,0.0,payment link with given reference_id: pay_86f8a929396a4a already exists. Please create a payment link with a different reference_id,2026-08-21T13:58:22.599598+00:00
pay_86f8a929396a4a,order_433a8f8c1f7d45,12769.22,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0104,2026-07-23 07:21:54,failed,payment,retryable_transient,retryable_transient,0.99,retryable_transient,retry_now,Transient failure (network/gateway) — safe to retry immediately.,1.0,3.0,False,2026-08-23 12:23:06,retry_now,failed,0.0,Too many requests,2026-08-21T13:58:35.128903+00:00
pay_86f8a929396a4a,order_433a8f8c1f7d45,12769.22,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0104,2026-07-23 07:21:54,failed,payment,retryable_transient,retryable_transient,0.99,retryable_transient,retry_now,Transient failure (network/gateway) — safe to retry immediately.,1.0,3.0,False,2026-08-23 12:23:06,retry_now,failed,0.0,payment link with given reference_id: pay_86f8a929396a4a already exists. Please create a payment link with a different reference_id,2026-08-21T14:00:44.731068+00:00
pay_86f8a929396a4a,order_433a8f8c1f7d45,12769.22,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0104,2026-07-23 07:21:54,failed,payment,retryable_transient,retryable_transient,0.99,retryable_transient,retry_now,Transient failure (network/gateway) — safe to retry immediately.,1.0,3.0,False,2026-08-23 12:23:06,retry_now,failed,0.0,payment link with given reference_id: pay_86f8a929396a4a already exists. Please create a payment link with a different reference_id,2026-08-21T14:14:46.437427+00:00
pay_86f8a929396a4a,order_433a8f8c1f7d45,12769.22,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0104,2026-07-23 07:21:54,failed,payment,retryable_transient,retryable_transient,0.99,retryable_transient,retry_now,Transient failure (network/gateway) — safe to retry immediately.,1.0,3.0,False,2026-08-23 12:23:06,retry_now,sent,0.0,payment_link_id=plink_TSS0oOseOCPB9h; payment_link_url=https://rzp.io/rzp/IInSOE0Z; reference_id=recovery_pay_86f8a929396a4a; amount=12769.22,2026-08-21T14:21:26.787397+00:00
pay_86f8a929396a4a,order_433a8f8c1f7d45,12769.22,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0104,2026-07-23 07:21:54,failed,payment,retryable_transient,retryable_transient,0.99,retryable_transient,retry_now,Transient failure (network/gateway) — safe to retry immediately.,1.0,3.0,False,2026-08-23 12:23:06,retry_now,failed,0.0,payment link with given reference_id: pay_86f8a929396a4a already exists. Please create a payment link with a different reference_id,2026-08-22T16:46:21.947903+00:00
pay_86f8a929396a4a,order_433a8f8c1f7d45,12769.22,INR,upi,GATEWAY_ERROR,bank_technical_error,A technical error occurred at the bank's end.,cust_0104,2026-07-23 07:21:54,failed,payment,retryable_transient,retryable_transient,0.99,retryable_transient,retry_now,Transient failure (network/gateway) — safe to retry immediately.,1.0,3.0,False,2026-08-23 12:23:06,retry_now,failed,0.0,Too many requests,2026-08-22T16:46:33.910513+00:00
pay_fad24497accc4f,order_5643a36d960b49,24219.41,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0040,2026-07-23 07:22:00,failed,payment,abandoned_checkout,non_retryable,0.686,escalate_human,escalate_human,Max retry attempts (0) reached for bucket 'non_retryable' — stopping and escalating.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:50:13.886397+00:00
pay_fad24497accc4f,order_5643a36d960b49,24219.41,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0040,2026-07-23 07:22:00,failed,payment,abandoned_checkout,non_retryable,0.686,escalate_human,escalate_human,Max retry attempts (0) reached for bucket 'non_retryable' — stopping and escalating.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:58:22.603345+00:00
pay_fad24497accc4f,order_5643a36d960b49,24219.41,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0040,2026-07-23 07:22:00,failed,payment,abandoned_checkout,non_retryable,0.686,escalate_human,escalate_human,Max retry attempts (0) reached for bucket 'non_retryable' — stopping and escalating.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T13:58:35.132552+00:00
pay_fad24497accc4f,order_5643a36d960b49,24219.41,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0040,2026-07-23 07:22:00,failed,payment,abandoned_checkout,non_retryable,0.686,escalate_human,escalate_human,Max retry attempts (0) reached for bucket 'non_retryable' — stopping and escalating.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-21T14:00:44.737471+00:00
pay_fad24497accc4f,order_5643a36d960b49,24219.41,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0040,2026-07-23 07:22:00,failed,payment,abandoned_checkout,non_retryable,0.686,escalate_human,escalate_human,Max retry attempts (0) reached for bucket 'non_retryable' — stopping and escalating.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-21T14:14:46.442154+00:00
pay_fad24497accc4f,order_5643a36d960b49,24219.41,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0040,2026-07-23 07:22:00,failed,payment,abandoned_checkout,non_retryable,0.686,escalate_human,escalate_human,Max retry attempts (0) reached for bucket 'non_retryable' — stopping and escalating.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-21T14:21:26.792008+00:00
pay_fad24497accc4f,order_5643a36d960b49,24219.41,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0040,2026-07-23 07:22:00,failed,payment,abandoned_checkout,non_retryable,0.686,escalate_human,escalate_human,Max retry attempts (0) reached for bucket 'non_retryable' — stopping and escalating.,1.0,0.0,True,,escalate_human,skipped,0.0,"routed to human review, no automated action taken",2026-08-22T16:46:21.951542+00:00
pay_fad24497accc4f,order_5643a36d960b49,24219.41,INR,card,BAD_REQUEST_ERROR,payment_cancelled,The customer cancelled the payment/checkout before completion.,cust_0040,2026-07-23 07:22:00,failed,payment,abandoned_checkout,non_retryable,0.686,escalate_human,escalate_human,Max retry attempts (0) reached for bucket 'non_retryable' — stopping and escalating.,1.0,0.0,True,,escalate_human,skipped,0.0,Escalated to human review,2026-08-22T16:46:33.912913+00:00
